2030,Finkbine North,41.6619717,-91.5609985
2031,Finkbine South,41.66106,-91.56081
2022,Arena West,41.6624934,-91.5576022
2020,Arena East,41.6621548,-91.5563677
2017,Arena on Hawkins,41.6623196,-91.5554686
2040,Dental on Elliott,41.6630138,-91.554033
246,Dental College,41.66348,-91.5509904
2050,VA Loop,41.6624269,-91.5488606
245,Newton & Lincoln,41.6635694,-91.5512371
241,Carver Hawkeye Arena,41.6633914,-91.5538489
2025,Finkbine Entrance,41.6628855,-91.5587372
