41.6612,-91.6102692,41.75089,-91.53467
41.686,-91.58119
41.6863,-91.58129
41.68662,-91.58141
41.68689,-91.5815
41.68719,-91.58161
41.68752,-91.58169
41.68779,-91.58174
41.68806,-91.58176
41.68841,-91.58178
41.68896,-91.58179
41.68965,-91.58183
41.68987,-91.58184
41.69007,-91.58187
41.69025,-91.5819
41.69041,-91.58196
41.69059,-91.58203
41.6907799,-91.58214
41.69107,-91.58231
41.69122,-91.58239
41.69136,-91.58243
41.6915,-91.58248
41.69161,-91.5825
41.69171,-91.58251
41.69183,-91.58252
41.69205,-91.58252
41.6929299,-91.58251
41.69341,-91.58251
41.69354,-91.58252
41.69364,-91.58252
41.6937799,-91.58255
41.69427,-91.58268
41.69477,-91.58279
41.69507,-91.58287
41.69583,-91.58301
41.69599,-91.58305
41.6961,-91.58308
41.69629,-91.58315
41.69646,-91.58324
41.69667,-91.58341
41.69845,-91.58486
41.69939,-91.58557
41.69995,-91.58602
41.70046,-91.58641
41.70089,-91.58676
41.70139,-91.58715
41.70164,-91.58734
41.70182,-91.5874599
41.70193,-91.58751
41.70203,-91.58754
41.70227,-91.5876
41.70294,-91.58771
41.70334,-91.58777
41.70368,-91.58779
41.70395,-91.58779
41.70418,-91.58777
41.70459,-91.58775
41.70491,-91.58774
41.70528,-91.5877299
41.70557,-91.5877299
41.70604,-91.58772
41.70697,-91.58766
41.70809,-91.58759
41.70975,-91.58748
41.71054,-91.58743
41.71202,-91.58734
41.71254,-91.58731
41.7128299,-91.5873
41.71313,-91.58733
41.71337,-91.58738
41.71365,-91.58747
41.71392,-91.58762
41.7142399,-91.5878199
41.71483,-91.58824
41.71538,-91.58862
41.71595,-91.5890299
41.71669,-91.58954
41.71731,-91.59
41.71769,-91.59028
41.71804,-91.59058
41.71841,-91.5909099
41.71881,-91.59127
41.71916,-91.59156
41.71949,-91.59189
41.7197699,-91.59216
41.72,-91.59244
41.72022,-91.5926999
41.72044,-91.59298
41.72089,-91.59353
41.72129,-91.59403
41.7216,-91.59442
41.72177,-91.5946
41.72192,-91.59474
41.72207,-91.59483
41.7222,-91.59489
41.72231,-91.59493
41.7224,-91.59496
41.72249,-91.59497
41.72255,-91.59495
41.72262,-91.59493
41.72267,-91.5949
41.72273,-91.59484
41.72278,-91.59479
41.72285,-91.59477
41.72292,-91.59478
41.7229699,-91.59484
41.72301,-91.59492
41.723,-91.59504
41.72296,-91.59514
41.72292,-91.5952499
41.72291,-91.5954
41.72294,-91.5967
41.72295,-91.5975
41.7229699,-91.59799
41.72299,-91.59806
41.72302,-91.59811
41.72308,-91.59813
41.72413,-91.59813
41.7253,-91.59811
41.72717,-91.59806
41.72876,-91.59804
41.73126,-91.598
41.73382,-91.59799
41.73552,-91.59797
41.73661,-91.59796
41.73674,-91.59797
41.73681,-91.598
41.73687,-91.59804
41.7369,-91.59811
41.73691,-91.5982
41.73694,-91.59953
41.73695,-91.5997299
41.73697,-91.59994
41.73701,-91.60016
41.73706,-91.6003999
41.73724,-91.60078
41.73733,-91.60096
41.73739,-91.6011599
41.73746,-91.6015199
41.7375,-91.60182
41.73752,-91.60249
41.73753,-91.60297
41.73751,-91.60321
41.73747,-91.60339
41.7374099,-91.60356
41.7373199,-91.6037
41.7372299,-91.60386
41.73715,-91.60409
41.73712,-91.60431
41.7371,-91.6046
41.73711,-91.6050099
41.7371399,-91.60651
41.7371399,-91.60738
41.73716,-91.60749
41.7372299,-91.60758
41.73729,-91.60763
41.73738,-91.60765
41.73757,-91.60766
41.73768,-91.60768
41.73776,-91.60773
41.7378,-91.60781
41.73781,-91.60791
41.73784,-91.60947
41.73784,-91.60965
41.73785,-91.60976
41.73785,-91.61182
41.73786,-91.61194
41.7379,-91.61202
41.73797,-91.6120399
41.73805,-91.61203
41.73813,-91.61199
41.73824,-91.6119
41.73838,-91.61175
41.7397,-91.61026
41.73995,-91.60999
41.74048,-91.60939
41.74065,-91.6092
41.74083,-91.60902
41.74098,-91.6089499
41.74112,-91.6089
41.7413,-91.6089
41.74241,-91.6089
41.74462,-91.60892
41.74479,-91.60891
41.74484,-91.6089
41.74488,-91.60888
41.74491,-91.60885
41.7449299,-91.60881
41.7449299,-91.60874
41.74494,-91.60864
41.7449299,-91.60785
41.74495,-91.60771
41.745,-91.60762
41.74508,-91.60758
41.74521,-91.60756
41.74639,-91.60754
41.7485,-91.60753
41.74918,-91.6075199
41.74941,-91.60751
41.74969,-91.60751
41.75076,-91.60754
41.75082,-91.60751
41.75086,-91.60746
41.75088,-91.60738
41.75087,-91.60688
41.75087,-91.60671
41.75088,-91.60659
41.7509,-91.6064899
41.7509,-91.60641
41.75089,-91.60635
41.75085,-91.60629
41.75081,-91.60623
41.75077,-91.60619
41.75072,-91.60616
41.75067,-91.60615
41.75052,-91.60615
41.74945,-91.60617
41.74936,-91.60618
41.7493,-91.60617
41.74926,-91.6061299
41.74921,-91.60602
41.74916,-91.60592
