41.6469394,-91.53552,41.6601799,-91.4881356
41.65448,-91.51169
41.65396,-91.51093
41.65339,-91.51012
41.65274,-91.50916
41.65217,-91.50832
41.65182,-91.50781
41.6512699,-91.507
41.6509,-91.50644
41.65048,-91.50583
41.6499,-91.50499
41.64961,-91.50456
41.64955,-91.50442
41.64952,-91.50425
41.64951,-91.504
;
41.65784,-91.52103
41.65784,-91.52224
41.65784,-91.52272
41.65785,-91.5241999
41.65786,-91.52566
41.65787,-91.52712
41.6579,-91.5284999
41.65791,-91.52997
41.65792,-91.53149
41.65792,-91.53291
41.65793,-91.53436
41.65794,-91.53447
41.65795,-91.53452
41.65799,-91.53456
41.65805,-91.53458
41.65851,-91.53457
41.65879,-91.53457
41.65898,-91.53456
41.65931,-91.53456
41.65983,-91.53455
41.65999,-91.53455
41.66004,-91.53456
41.66011,-91.53459
41.66015,-91.53464
41.66017,-91.5347199
41.66017,-91.53485
41.6601799,-91.53552
;
41.65773,-91.52136
41.6577399,-91.52083
41.65775,-91.52041
41.65776,-91.5194
41.65777,-91.51776
41.65777,-91.5165899
41.65777,-91.51649
41.65775,-91.5164099
41.65772,-91.51633
41.6576,-91.51617
41.65688,-91.51513
41.65625,-91.51425
41.65566,-91.5134
41.65448,-91.51169
;
41.66005,-91.53527
41.66004,-91.53498
;
41.65441,-91.51149
41.65531,-91.51279
41.6556,-91.5132
41.6565299,-91.51451
41.65708,-91.51531
41.65772,-91.51622
41.65778,-91.51635
41.65781,-91.51645
41.65783,-91.5165899
41.65783,-91.51688
41.65783,-91.5185599
41.65782,-91.51954
41.65784,-91.52103
;
41.64957,-91.50331
41.64957,-91.50405
41.64958,-91.50422
41.6496,-91.50433
41.64964,-91.50445
41.64972,-91.50462
41.65004,-91.50509
41.65083,-91.50623
41.65137,-91.50703
41.65184,-91.50771
41.65238,-91.50852
41.65297,-91.50937
41.65329,-91.50986
41.65441,-91.51149
;
41.64804,-91.48813
41.64808,-91.4878899
41.64811,-91.48768
41.64814,-91.48759
41.6482,-91.48755
41.64828,-91.48755
41.64846,-91.4876
41.64864,-91.48764
41.64886,-91.48764
41.64903,-91.48762
41.64947,-91.48751
41.64961,-91.4875
41.64967,-91.48751
41.64972,-91.48755
41.64975,-91.48762
41.64976,-91.48774
41.64975,-91.48817
41.64974,-91.48893
41.64971,-91.49032
41.6497,-91.49104
41.64969,-91.49241
41.64966,-91.49383
41.64965,-91.49538
41.64963,-91.49724
41.64962,-91.49787
41.6496,-91.49952
41.64959,-91.50103
41.64958,-91.5025
41.64957,-91.50331
;
41.64952,-91.50353
41.64951,-91.50216
41.64953,-91.50089
41.64954,-91.49887
41.64953,-91.49881
41.64949,-91.4987699
41.64944,-91.49876
41.64847,-91.4987699
41.64752,-91.49876
41.64747,-91.49874
41.64744,-91.49871
41.64743,-91.49865
41.64744,-91.49802
41.64745,-91.49728
41.64745,-91.49582
41.64748,-91.49404
41.6475,-91.49265
41.64749,-91.4924
41.64746,-91.49224
41.6474,-91.49211
41.6473,-91.49191
41.64694,-91.49119
41.64691,-91.49112
41.64691,-91.49105
41.64694,-91.491
41.64703,-91.4909
41.64715,-91.49075
41.64728,-91.49051
41.64744,-91.49017
41.64759,-91.4898
41.64777,-91.48925
41.648,-91.48831
;
41.66004,-91.53498
41.66003,-91.53464
41.66003,-91.5341399
41.66002,-91.53372
41.66003,-91.5335
41.66005,-91.5333799
41.6600899,-91.53326
41.66011,-91.53312
41.6601,-91.53295
41.66008,-91.53187
41.6600899,-91.5313
41.66008,-91.53119
41.66005,-91.53107
41.66003,-91.53093
41.66002,-91.53067
41.66002,-91.5303799
41.6599999,-91.5302899
41.65997,-91.53025
41.65991,-91.53024
41.65902,-91.53025
41.65837,-91.53025
41.65806,-91.53024
41.65797,-91.53023
41.65789,-91.5301999
41.65784,-91.53016
41.6578,-91.53008
41.65778,-91.53
41.65777,-91.52878
41.65778,-91.52741
41.65777,-91.52632
41.65775,-91.5254099
41.65775,-91.52445
41.65775,-91.5240199
41.6577399,-91.52304
41.65773,-91.52136
;
41.648,-91.48831
41.64804,-91.48813
;
41.64951,-91.504
41.64952,-91.50353
